Product Code:,Animal Species,Establishment Code,Establishment Name,Subsidiaries,Product True Name,Agent(s):,Trade Name(s):,Distributor(s):,Usage,Dosage_and_TimePeriod,Dosage_Source_Reference,Usage_Improved
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/209bc2bf-0b39-4c20-bc99-1bad15208d0f"">46J929</a>",Canine,196,Elanco US Inc.,Elanco US Inc.,"Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine, Modified Live &amp; Killed Virus, Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract","Coronavirus, Canine; Leptospira canicola; Leptospira grippotyphosa; Leptospira icterohaemorrhagiae; Leptospira pomona; Adenovirus, Canine, Type 2; Parainfluenza, Canine; Paramyxovirus, Canine (Distemper); Parvovirus, Canine",Duramune Max 5-CvK/4L; Duramune Max 5-CvK/4L The Puppyshot Booster,No distributor specified,"A vaccine for canines that helps protect against coronavirus, canine; leptospira canicola; leptospira grippotyphosa; leptospira icterohaemorrhagiae; leptospira pomona; adenovirus, canine, type 2; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against coronavirus, canine; leptospira canicola; leptospira grippotyphosa; leptospira icterohaemorrhagiae; leptospira pomona; adenovirus, canine, type 2; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/176dc33b-cb42-4542-97bd-9bb4c114653f"">14M122</a>",Canine,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Canine Parainfluenza-Bordetella Bronchiseptica Vaccine, Modified Live Virus, Avirulent Live Culture","Bordetella bronchiseptica; Parainfluenza, Canine",Kennel-Jec 2; Recombitek KC2; Solo-Jec KC; Univac 2,Peak Marketing; ProLabs Ltd,"A vaccine for canines that helps protect against bordetella bronchiseptica; parainfluenza, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against bordetella bronchiseptica; parainfluenza, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/9d594f37-a1d0-47f7-bf31-35fbcc2e0f66"">19S1R0</a>",Swine,329,"Pharmgate Biologics, Inc.",Pharmgate Biologics Inc.,"Porcine Reproductive &amp; Respiratory Syndrome Vaccine, Respiratory Form, Modified Live Virus",Porcine Reproductive &amp; Respiratory Syndrome Virus,PRRSGard,No distributor specified,A vaccine for swines that helps protect against porcine reproductive &amp; respiratory syndrome virus.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for swines that helps protect against porcine reproductive &amp; respiratory syndrome virus.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/992fe56b-8c68-4931-8c03-ebc25035efca"">12D503</a>",Chicken,196,Elanco US Inc.,Elanco US Inc,"Bursal Disease-Reovirus Vaccine, Standard &amp; Variant, Killed Virus","Bursal Disease (Birnavirus, Avian); Reovirus, Avian (Unspecified Syndrome)",AviPro 206 BD3-REO,Elanco Colombia SAS; Elanco US Inc.; Ilender Bolivia S.A.; International Science Solution Co. LTD.; J. Orbe Asesores S.A.C.,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian); reovirus, avian (unspecified syndrome).",Inject 0.5 mL subcutaneously per bird; revaccinate 4-6 weeks or as directed on label.,AviPro / manufacturer product inserts.,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian); reovirus, avian (unspecified syndrome)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/5d3753e8-ae19-4841-88f7-ee26d5838a14"">12C840</a>",Chicken,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Bursal Disease-Marek's Disease Vaccine, Serotype 3, Standard &amp; Variant, Live Virus","Herpesvirus, Turkey [Mareks, Serotype 3]; Bursal Disease (Birnavirus, Avian)",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against herpesvirus, turkey [mareks, serotype 3]; bursal disease (birnavirus, avian).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against herpesvirus, turkey [mareks, serotype 3]; bursal disease (birnavirus, avian)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/76b1d0cc-98d9-4805-a863-c530f65950cd"">158520</a>",Feline,196,Elanco US Inc.,Elanco US Inc.,"Chlamydia Psittaci Vaccine, Killed Chlamydia",Chlamydia psittaci,Fel-O-Vax Pn-K,No distributor specified,A vaccine for felines that helps protect against chlamydia psittaci.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for felines that helps protect against chlamydia psittaci.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/f7938105-b1ca-4069-9be7-9a82ab80f7e3"">246001</a>","Ovine,Caprine,Bovine",188,Colorado Serum Company,Not applicable,Clostridium Chauvoei-Septicum-Mannheimia Haemolytica-Pasteurella Multocida Bacterin,Clostridium chauvoei; Clostridium septicum; Mannheimia (Pasteurella) haemolytica; Pasteurella multocida (Untyped),Essential 2 + P,No distributor specified,"A bacterin for ovine,caprine,bovines that provides immunity against clostridium chauvoei; clostridium septicum; mannheimia (pasteurella) haemolytica; pasteurella multocida (untyped).","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A bacterin for ovine,caprine,bovines that provides immunity against clostridium chauvoei; clostridium septicum; mannheimia (pasteurella) haemolytica; pasteurella multocida (untyped)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/b608c379-0c5c-48dd-8354-fdb2de957ec1"">10L120</a>",Swine,337,"ARKO Laboratories, Ltd.",Not Applicable,"Lawsonia Intracellularis Vaccine, Avirulent Live Culture",Lawsonia intracellularis,Nitro Ileitis Vac FF,No distributor specified,A vaccine for swines that helps protect against lawsonia intracellularis.,Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,A vaccine for swines that helps protect against lawsonia intracellularis.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/c4f86839-b681-412f-860a-897b9baa199f"">12311L</a>",Chicken,190,Zoetis Inc.,Not Applicable,"Bronchitis Vaccine, Georgia Type, Live Virus","Coronavirus, Chicken (Bronchitis)",Poulvac Bron GA08,No distributor specified,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis).","Administration varies by product: spray, drinking water, or individual injection. Follow product insert (commonly rehydrate and administer per 1000-5000 birds ratio); revaccinate per label.",Zoetis product inserts / USDA APHIS product summaries.,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/5314a763-5fd0-4742-ba87-47b4f66df3ee"">787000</a>","Ovine,Caprine,Bovine",165A,Intervet Inc.,Merck Animal Health,Clostridium Perfringens Types C &amp; D Bacterin-Toxoid,Clostridium perfringens Type C; Clostridium perfringens Type D,Vision CD with SPUR,No distributor specified,"A bacterin for ovine,caprine,bovines that provides immunity against clostridium perfringens type c; clostridium perfringens type d.",Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,"A bacterin for ovine,caprine,bovines that provides immunity against clostridium perfringens type c; clostridium perfringens type d."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/501e8635-6989-4896-bdbc-84881a2673aa"">4865A1</a>",Equine,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Encephalomyelitis Vaccine, Eastern &amp; Western, Killed Virus, Tetanus Toxoid","Clostridium tetani; Encephalomyelitis Virus, Eastern Equine; Encephalomyelitis Virus, Equine, Western",Vetera EWT,No distributor specified,"A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, western.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, western."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/1db377f8-33c5-4f93-a57d-eb414dcf0926"">15P520</a>",Canine,165A,Intervet Inc.,Not Applicable,"Canine Influenza Vaccine, H3N2, Killed Virus","Influenza Virus, Canine, H3N2",Nobivac Canine Flu H3N2,No distributor specified,"A vaccine for canines that helps protect against influenza virus, canine, h3n2.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against influenza virus, canine, h3n2."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/5cddc5dd-97ca-4a26-9a3a-1098e5a9e6f8"">12C121</a>",Canine,124,Boehringer Ingelheim Animal Health USA Inc,Not Applicable,"Canine Adenovirus Type 2-Parainfluenza-Bordetella Bronchiseptica Vaccine, Modified Live Virus &amp; Avirulent Live Culture","Adenovirus, Canine, Type 2; Bordetella bronchiseptica; Parainfluenza, Canine",Protech Bronchi-shield III,Boehringer Ingelheim Animal Health Australia Pty. Ltd.,"A vaccine for canines that helps protect against adenovirus, canine, type 2; bordetella bronchiseptica; parainfluenza, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against adenovirus, canine, type 2; bordetella bronchiseptica; parainfluenza, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/03cea659-cf37-4e59-8cdf-8cd290d2856f"">1901R1</a>",Feline,124,Boehringer Ingelheim Animal Health USA Inc.,"Merial Canada, Inc","Rabies Vaccine, Live Canarypox Vector",Rabies Virus,No trade name assigned,No distributor specified,A vaccine for felines that helps protect against rabies virus.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"Indicated for the vaccination of healthy cats for the prevention of rabies. This non‑adjuvanted, recombinant canarypox‑vectored vaccine expresses rabies glycoprotein to elicit protective immunity; use in cats according to label age and revaccination intervals and in compliance with local rabies regulations."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/2e71c146-6109-48ec-87cd-3db992306cd5"">19S123</a>",Swine,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Porcine Reproductive &amp; Respiratory Syndrome Vaccine, Respiratory Form, Modified Live Virus",Porcine Reproductive &amp; Respiratory Syndrome Virus,No trade name assigned,No distributor specified,A vaccine for swines that helps protect against porcine reproductive &amp; respiratory syndrome virus.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for swines that helps protect against porcine reproductive &amp; respiratory syndrome virus.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/6db1649e-3794-43ea-be80-b708077d6802"">130120</a>",Canine,472,"Neotech, LLC",Not Applicable,"Canine Distemper Vaccine, Modified Live Virus","Paramyxovirus, Canine (Distemper)",NeoVac D; NeoVac FD,No distributor specified,"A vaccine for canines that helps protect against paramyxovirus, canine (distemper).",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against paramyxovirus, canine (distemper)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/c6ba5bac-8543-4a9f-a80e-7aaecc830bab"">265812</a>",Chicken,196,Elanco US Inc.,Lohmann Animal Health International,Avibacterium Paragallinarum Bacterin,Avibacterium (Haemophilus) paragallinarium,AviPro 101 Coryza Gold,"Elanco (Thailand) Ltd.; Elanco Animal Health; Elanco Salud Animal, S.A. de C.V.; Eli Lilly Interamerica Inc.; Eli Lilly Philippines, Inc.; GUC SRL (Bolivia); International Science Solution Co. LTD",A bacterin for chickens that provides immunity against avibacterium (haemophilus) paragallinarium.,Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,A bacterin for chickens that provides immunity against avibacterium (haemophilus) paragallinarium.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/c8c97c00-ab1d-46ad-8cec-230f52f4223a"">175101</a>",Chicken,190,Zoetis Inc.,Not Applicable,"Mycoplasma Gallisepticum Vaccine, Live Culture",Mycoplasma gallisepticum,Poulvac Myco F,No distributor specified,A vaccine for chickens that helps protect against mycoplasma gallisepticum.,Inject 1 mL intramuscularly (IM). Often 2-dose primary series with second dose 14 days after first; follow label for herd protocols.,"Pharmgate / product inserts (MycoGard, RespiSure).",A vaccine for chickens that helps protect against mycoplasma gallisepticum.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/2d3d8977-45d6-4a99-a9e3-7972b3f6051c"">17621J</a>",Chicken,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Newcastle-Bronchitis Vaccine, B1 Type, B1 Strain, Mass &amp; Conn Types, Live Virus","Coronavirus, Chicken (Bronchitis); Paramyxovirus, Avian (Newcastle)",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis); paramyxovirus, avian (newcastle).","Administration varies by product: spray, drinking water, or individual injection. Follow product insert (commonly rehydrate and administer per 1000-5000 birds ratio); revaccinate per label.",Zoetis product inserts / USDA APHIS product summaries.,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis); paramyxovirus, avian (newcastle)."
